[Fri Feb 03 17:43:23.665168 2017] [:error] [pid 4514] [client 151.25.183.249:55230] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:43:23.722401 2017] [:error] [pid 4514] [client 151.25.183.249:55230] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:43:23.785266 2017] [:error] [pid 4514] [client 151.25.183.249:55230] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:43:23.805699 2017] [:error] [pid 4512] [client 151.25.183.249:55229] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:43:23.823545 2017] [:error] [pid 4514] [client 151.25.183.249:55230] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:43:24.174267 2017] [:error] [pid 4514] [client 151.25.183.249:55230] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:43:24.180052 2017] [:error] [pid 4512] [client 151.25.183.249:55229] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.675267 2017] [:error] [pid 4537] [client 151.25.183.249:55248] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.686368 2017] [:error] [pid 4537] [client 151.25.183.249:55248] auth_saml2: loginpage_hook enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.686402 2017] [:error] [pid 4537] [client 151.25.183.249:55248] auth_saml2: should_login_redirect enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.686416 2017] [:error] [pid 4537] [client 151.25.183.249:55248] auth_saml2: should_login_redirect skipping due to dual auth, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.686420 2017] [:error] [pid 4537] [client 151.25.183.249:55248] auth_saml2: loginpage_hook exit, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.820718 2017] [:error] [pid 4537] [client 151.25.183.249:55248] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.826381 2017] [:error] [pid 4537] [client 151.25.183.249:55248] auth_saml2: loginpage_hook enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.826405 2017] [:error] [pid 4537] [client 151.25.183.249:55248] auth_saml2: should_login_redirect enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.826412 2017] [:error] [pid 4537] [client 151.25.183.249:55248] auth_saml2: should_login_redirect skipping due to dual auth, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.826415 2017] [:error] [pid 4537] [client 151.25.183.249:55248] auth_saml2: loginpage_hook exit, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.952363 2017] [:error] [pid 4537] [client 151.25.183.249:55248] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:03.993504 2017] [:error] [pid 4537] [client 151.25.183.249:55248] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:04.004447 2017] [:error] [pid 4513] [client 151.25.183.249:55249] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:04.010968 2017] [:error] [pid 4541] [client 151.25.183.249:55250] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.381604 2017] [:error] [pid 4540] [client 151.25.183.249:55251] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.392092 2017] [:error] [pid 4540] [client 151.25.183.249:55251] auth_saml2: loginpage_hook enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.392127 2017] [:error] [pid 4540] [client 151.25.183.249:55251] auth_saml2: should_login_redirect enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.392134 2017] [:error] [pid 4540] [client 151.25.183.249:55251] auth_saml2: should_login_redirect skipping due to dual auth, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.392138 2017] [:error] [pid 4540] [client 151.25.183.249:55251] auth_saml2: loginpage_hook exit, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.543274 2017] [:error] [pid 4540] [client 151.25.183.249:55251] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.549355 2017] [:error] [pid 4540] [client 151.25.183.249:55251] auth_saml2: loginpage_hook enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.549376 2017] [:error] [pid 4540] [client 151.25.183.249:55251] auth_saml2: should_login_redirect enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.549383 2017] [:error] [pid 4540] [client 151.25.183.249:55251] auth_saml2: should_login_redirect skipping due to dual auth, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.549386 2017] [:error] [pid 4540] [client 151.25.183.249:55251] auth_saml2: loginpage_hook exit, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.729476 2017] [:error] [pid 4540] [client 151.25.183.249:55251] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.766849 2017] [:error] [pid 4511] [client 151.25.183.249:55252] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:10.779474 2017] [:error] [pid 4514] [client 151.25.183.249:55253] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:16.816287 2017] [:error] [pid 4512] [client 151.25.183.249:55254] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:16.822246 2017] [:error] [pid 4512] [client 151.25.183.249:55254] auth_saml2: loginpage_hook enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:16.822276 2017] [:error] [pid 4512] [client 151.25.183.249:55254] auth_saml2: should_login_redirect enter, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:16.822283 2017] [:error] [pid 4512] [client 151.25.183.249:55254] auth_saml2: should_login_redirect skipping due to dual auth, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:16.822286 2017] [:error] [pid 4512] [client 151.25.183.249:55254] auth_saml2: loginpage_hook exit, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:17.196068 2017] [:error] [pid 4512] [client 151.25.183.249:55254] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:17.287387 2017] [:error] [pid 4512] [client 151.25.183.249:55254] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/login/index.php
[Fri Feb 03 17:45:17.647277 2017] [:error] [pid 4512] [client 151.25.183.249:55254] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.673245 2017] [:error] [pid 4510] [client 151.25.183.249:55255] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.679654 2017] [:error] [pid 4537] [client 151.25.183.249:55256] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.690069 2017] [:error] [pid 4513] [client 151.25.183.249:55257] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.715101 2017] [:error] [pid 4512] [client 151.25.183.249:55254] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.752660 2017] [:error] [pid 4541] [client 151.25.183.249:55258] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.759554 2017] [:error] [pid 4540] [client 151.25.183.249:55259] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.766232 2017] [:error] [pid 4511] [client 151.25.183.249:55260] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.771255 2017] [:error] [pid 4514] [client 151.25.183.249:55261] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.777785 2017] [:error] [pid 4510] [client 151.25.183.249:55262] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.823111 2017] [:error] [pid 4510] [client 151.25.183.249:55262] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:17.923042 2017] [:error] [pid 4510] [client 151.25.183.249:55262] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:18.049444 2017] [:error] [pid 4510] [client 151.25.183.249:55262] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:18.151339 2017] [:error] [pid 4510] [client 151.25.183.249:55262] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:18.193842 2017] [:error] [pid 4514] [client 151.25.183.249:55261] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
[Fri Feb 03 17:45:18.264502 2017] [:error] [pid 4510] [client 151.25.183.249:55262] PHP Notice:  Undefined index: HTTPS in /var/www/html/moodle32/config.php on line 25, referer: http://35.157.102.144/
